soeknads_aar,fylkesnr,saksbehandlende_kommune,orgnr,komnr,gardsnr,bruksnr,festenr,miljoetema,tiltak,tiltaksklasse,sats,enhet,antall,beloep
2013,2,221,969456893,221,132,7,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 1,1,DEKAR,2,2
2013,2,221,969456893,221,132,7,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,105,DEKAR,86,9030
2013,2,221,969456893,221,132,7,0,Avrenning til vassdrag og kyst,Grasdekt vannvei,Korn,20,METER,735,14700
2013,2,221,969456893,221,132,7,0,Avrenning til vassdrag og kyst,Stubb i flomutsatte og vassdragsnære områder,Stubb i flomutsatte og vassdragsnære områder,130,DEKAR,21,2730
2013,2,221,969456893,221,132,7,0,Avrenning til vassdrag og kyst,Vedlikehold av fangdammer,Vedlikehold av fangdammer,1300,DEKAR,1,1300
2013,2,234,969254786,234,57,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2013,2,234,969254786,234,57,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,105,DEKAR,32,3360
2013,2,234,969254786,234,57,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,210,DEKAR,37,7770
2013,2,234,969254786,234,57,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 4,250,DEKAR,54,13500
2013,1,138,973052187,138,38,2,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2013,1,138,973052187,138,38,2,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,130,DEKAR,98,12740
2013,1,138,973052187,138,38,2,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,150,DEKAR,3,450
2013,1,138,973052187,138,38,2,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 4,160,DEKAR,28,4480
2013,12,1231,870397992,1231,123,1,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,225,DEKAR,31,6975
2013,12,1231,870397992,1231,123,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,170,DEKAR,24,4080
2013,12,1231,870397992,1231,123,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,460,DEKAR,41,18860
2013,12,1231,870397992,1231,123,1,0,Kulturlandskap,Beite i utmark,Sau/geit,50,ANTALL_DYR,68,3400
2013,5,543,969252651,543,84,3,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,95,DEKAR,13,1235
2013,5,543,969252651,543,84,3,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,95,DEKAR,2,190
2013,5,543,969252651,543,84,3,0,Kulturmiljøer og kulturminner,Skjøtsel av stølsvoller og seterlandskap,Skjøtsel av stølsvoller og seterlandskap,42,DEKAR,43,1806
2013,2,234,969100185,234,10,6,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,660,DYREENHETER,6,3960
2013,2,234,969100185,234,10,6,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,210,DEKAR,6,1260
2013,2,234,969100185,234,10,6,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 4,250,DEKAR,13,3250
2013,2,234,969100185,234,10,6,0,Avrenning til vassdrag og kyst,Andre grasdekte arealer,Andre grasdekte arealer,330,DEKAR,43,14190
2013,5,522,995205920,522,205,5,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,250,DEKAR,0,0
2013,5,522,995205920,522,205,5,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,95,DEKAR,93,8835
2013,5,522,995205920,522,205,5,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,95,DEKAR,7,665
2013,5,522,995205920,522,205,5,0,Kulturmiljøer og kulturminner,Skjøtsel av stølsvoller og seterlandskap,Skjøtsel av stølsvoller og seterlandskap,42,DEKAR,28,1176
2013,6,605,984758642,605,256,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,65,DEKAR,140,9100
2013,6,605,984758642,605,256,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,180,DEKAR,58,10440
2013,6,605,984758642,605,256,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 4,250,DEKAR,80,20000
2013,6,605,984758642,605,256,1,0,Avrenning til vassdrag og kyst,Stubb i flomutsatte og vassdragsnære områder,Stubb i flomutsatte og vassdragsnære områder,250,DEKAR,0,0
2013,15,1529,959509514,1529,16,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,145,DEKAR,27,3915
2013,15,1529,959509514,1529,16,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,145,DEKAR,3,435
2013,16,1624,969599406,1624,19,6,0,Kulturmiljøer og kulturminner,Drift av enkeltseter med melkeproduksjon,4-6 uker,45000,ANTALL,1,45000
2013,17,1756,976463579,1756,308,2,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,250,DYREENHETER,0,0
2013,17,1756,976463579,1756,308,2,0,Biologisk mangfold,Beite av biologisk verdifulle arealer,Beite av biologisk verdifulle arealer,150,DEKAR,59,8850
2013,2,229,969859750,229,120,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,80,DEKAR,1,80
2013,2,229,969859750,229,120,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,160,DEKAR,70,11200
2013,2,229,969859750,229,120,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 4,200,DEKAR,12,2400
2013,2,229,969859750,229,120,1,0,Avrenning til vassdrag og kyst,Grasdekt vannvei,Korn,10,METER,1431,14310
2013,2,229,969859750,229,120,1,0,Avrenning til vassdrag og kyst,Vegetasjonssone,Korn,5,METER,481,2405
2013,2,229,969859750,229,120,1,0,Avrenning til vassdrag og kyst,Andre grasdekte araler,Andre grasdekte araler,130,DEKAR,22,2860
2013,17,1721,871217882,1721,62,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2013,17,1721,871217882,1721,62,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,75,DEKAR,38,2850
2013,17,1721,871217882,1721,62,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,127,DEKAR,124,15748
2013,17,1721,871217882,1721,62,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 4,160,DEKAR,34,5440
2013,5,543,982248213,543,32,3,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,95,DEKAR,69,6555
2013,5,543,982248213,543,32,3,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,95,DEKAR,23,2185
2013,5,543,982248213,543,32,3,0,Kulturlandskap,Skjøtsel av bratt areal,Ikke klassifisert,0,DEKAR,0,0
2013,5,543,982248213,543,32,3,0,Kulturlandskap,Beite i utmark,Sau/geit,135,ANTALL_DYR,125,16875
2013,5,543,982248213,543,32,3,0,Biologisk mangfold,Slått av biologisk verdifulle arealer,Slått av biologisk verdifulle arealer,750,DEKAR,0,0
2013,5,543,982248213,543,32,3,0,Biologisk mangfold,Beite av biologisk verdifulle arealer,Beite av biologisk verdifulle arealer,170,DEKAR,55,9350
2013,5,543,982248213,543,32,3,0,Kulturmiljøer og kulturminner,Skjøtsel av stølsvoller og seterlandskap,Skjøtsel av stølsvoller og seterlandskap,42,DEKAR,42,1764
2013,14,1416,969588722,1416,101,3,0,Kulturmiljøer og kulturminner,Drift av fellesseter med melkeproduksjon,8 uker eller mer,29000,ANDEL,4,7250
2013,4,402,982894999,402,131,5,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,95,DEKAR,53,5035
2013,4,402,982894999,402,131,5,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,145,DEKAR,14,2030
2013,19,1924,969320959,1924,3,9,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Veikanter,1000,DEKAR,1,1000
2013,19,1924,969320959,1924,3,9,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,200,DEKAR,11,2200
2013,19,1924,969320959,1924,3,9,0,Kulturmiljøer og kulturminner,Hesjing,Hesjing,600,DEKAR,1,600
2013,19,1924,969320959,1924,3,9,0,Utslipp til luft,Spredning med rask nedmolding,Spredning med rask nedmolding,70,DEKAR,155,10850
2013,17,1721,974216388,1721,141,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,75,DEKAR,203,15225
2013,17,1721,974216388,1721,141,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,127,DEKAR,4,508
2013,17,1721,974216388,1721,141,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 4,160,DEKAR,186,29760
2013,17,1721,974216388,1721,141,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2013,17,1721,974216388,1721,141,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,97,DEKAR,77,7469
2013,17,1721,974216388,1721,141,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 4,130,DEKAR,19,2470
2013,17,1702,971193271,1702,114,4,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2013,17,1702,971193271,1702,114,4,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,75,DEKAR,23,1725
2013,17,1702,971193271,1702,114,4,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,127,DEKAR,89,11303
2013,17,1702,971193271,1702,114,4,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 4,160,DEKAR,7,1120
2013,17,1702,969182866,1702,199,1,0,Biologisk mangfold,Beite av biologisk verdifulle arealer,Beite av biologisk verdifulle arealer,150,DEKAR,17,2550
2013,17,1702,969182866,1702,199,1,0,Biologisk mangfold,Friarealer for gås i Nord-Trøndelag og Nordland,Høyt beitetrykk,250,DEKAR,83,20750
2013,17,1702,969182866,1702,199,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,65,DEKAR,0,0
2013,17,1702,969182866,1702,199,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,97,DEKAR,77,7469
2013,5,544,995073498,544,25,20,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Bygdenært,20,DYREENHETER,0,0
2013,5,544,995073498,544,25,20,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Fjellområde,20,DYREENHETER,0,0
2013,5,544,995073498,544,25,20,0,Kulturlandskap,Beite i utmark,Hest/storfe,605,ANTALL_DYR,0,0
2013,5,544,995073498,544,25,20,0,Kulturmiljøer og kulturminner,Skjøtsel av stølsvoller og seterlandskap,Skjøtsel av stølsvoller og seterlandskap,42,DEKAR,15,630
2013,5,522,985514119,522,66,4,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,95,DEKAR,12,1140
2013,5,522,985514119,522,66,4,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,95,DEKAR,1,95
2013,14,1438,976746430,1438,2,3,0,Kulturlandskap,Beite i utmark,Sau/geit,50,ANTALL_DYR,0,0
2013,17,1714,987473290,1714,59,6,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2013,17,1714,987473290,1714,59,6,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,65,DEKAR,15,975
2013,15,1551,998640903,1551,152,3,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,60,DEKAR,89,5340
2013,16,1601,869674532,1601,246,7,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2013,16,1601,869674532,1601,246,7,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,67,DEKAR,108,7236
2013,16,1601,869674532,1601,246,7,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,130,DEKAR,16,2080
2013,16,1601,869674532,1601,246,7,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 4,160,DEKAR,115,18400
2013,15,1571,984670656,1571,11,3,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,60,DEKAR,608,36480
2013,12,1260,987422718,1260,93,4,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,7,METER,1197,8379
2013,17,1717,977221811,1717,29,2,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2013,17,1717,977221811,1717,29,2,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,65,DEKAR,129,8385
2013,17,1717,977221811,1717,29,2,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,97,DEKAR,2,194
2013,16,1601,985241007,1601,234,5,0,Kulturmiljøer og kulturminner,Drift av fellesseter med melkeproduksjon,4-6 uker,30000,ANDEL,4,7500
2013,16,1601,985241007,1601,234,5,0,Kulturmiljøer og kulturminner,Drift av fellesseter med foredling,Drift av fellesseter med foredling,12500,ANDEL,0,0
2013,16,1601,985241007,1601,234,5,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2013,16,1601,985241007,1601,234,5,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,67,DEKAR,5,335
2013,16,1601,985241007,1601,234,5,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,130,DEKAR,19,2470
2013,14,1420,987118393,1420,40,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,252,DEKAR,31,7812
