soeknads_aar,fylkesnr,saksbehandlende_kommune,orgnr,komnr,gardsnr,bruksnr,festenr,miljoetema,tiltak,tiltaksklasse,sats,enhet,antall,beloep
2019,1,3014,999640001,125,125,2,0,Kulturlandskap,Skjoetsel av gaardsdammer,Skjoetsel av gaardsdammer,500,ANTALL,2,1000
2019,1,3014,999640001,125,125,2,0,Biologisk mangfold,Soner for pollinerende innsekter,Lav sats,10,METER,356,3560
2019,1,3014,999640001,125,125,2,0,Kulturminner og kulturmiljoeer,Skjoetsel av alléer,Skjoetsel av alléer,15,METER,0,0
2019,1,3014,999640001,125,125,2,0,Avrenning til vann,"Grasdekte vannveier i aaker, korn",Prioriterte omraader,38,METER,326,12388
2019,1,3014,999640001,125,125,2,0,Avrenning til vann,"Grasdekt kantsone i aaker, korn",Prioriterte omraader,14,METER,3714,51996
2019,1,3014,999640001,125,125,2,0,Avrenning til vann,Fangdam,Prioriterte omraader,1000,DEKAR,1,1000
2019,1,3014,999546854,124,26,1,0,Avrenning til vann,"Grasdekt kantsone i aaker, korn",Prioriterte omraader,14,METER,411,5754
2019,1,3014,999530982,122,42,2,0,Kulturminner og kulturmiljoeer,Skjoetsel av trerekker,Skjoetsel av trerekker,15,METER,0,0
2019,1,3014,999530982,122,42,2,0,Kulturminner og kulturmiljoeer,Skjoetsel av alléer,Skjoetsel av alléer,15,METER,0,0
2019,1,3014,999530982,122,42,2,0,Avrenning til vann,Ingen jordarbeiding om hoesten,Ikke klassifisert,0,DEKAR,0,0
2019,1,3014,999530982,122,42,2,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, prioriterte omraader",28,DEKAR,16,448
2019,1,3014,999530982,122,42,2,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 2, prioriterte omraader",94,DEKAR,136,12784
2019,1,3014,999530982,122,42,2,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 3, prioriterte omraader",169,DEKAR,68,11492
2019,1,3014,999530982,122,42,2,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 4, prioriterte omraader",179,DEKAR,35,6265
2019,1,3014,999530982,122,42,2,0,Avrenning til vann,Ingen jordarbeiding paa flomutsatte arealer,Prioriterte omraader,141,DEKAR,11,1551
2019,1,3016,999514537,128,124,1,0,Utslipp til luft,Nedfelling eller nedlegging av husdyrgjoedsel,Nedfelling eller nedlegging av husdyrgjoedsel,20,DEKAR,167,3340
